Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2010,2010,Head,41,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2011,2011,Head,55,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2012,2012,Head,34,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2013,2013,Head,56,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2014,2014,Head,27,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2015,2015,Head,30,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2016,2016,Head,16,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2017,2017,Head,24,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2018,2018,Head,19,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2019,2019,Head,26,I,Imputed value
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2020,2020,Head,20,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2132,Asses,2021,2021,Head,16,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2010,2010,1000 US$,38,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2011,2011,1000 US$,79,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2012,2012,1000 US$,47,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2013,2013,1000 US$,69,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2014,2014,1000 US$,40,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2015,2015,1000 US$,290,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2016,2016,1000 US$,14,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2017,2017,1000 US$,38,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2018,2018,1000 US$,16,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2019,2019,1000 US$,20,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2020,2020,1000 US$,11,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2132,Asses,2021,2021,1000 US$,19,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2010,2010,Head,5,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2011,2011,Head,16,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2012,2012,Head,4,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2013,2013,Head,8,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2014,2014,Head,36,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2015,2015,Head,49,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2016,2016,Head,16,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2017,2017,Head,28,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2018,2018,Head,9,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2019,2019,Head,25,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2020,2020,Head,144,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2132,Asses,2021,2021,Head,9,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2010,2010,1000 US$,12,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2011,2011,1000 US$,18,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2012,2012,1000 US$,5,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2013,2013,1000 US$,4,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2014,2014,1000 US$,11,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2015,2015,1000 US$,18,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2016,2016,1000 US$,7,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2017,2017,1000 US$,17,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2018,2018,1000 US$,7,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2019,2019,1000 US$,50,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2020,2020,1000 US$,192,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2132,Asses,2021,2021,1000 US$,21,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2012,2012,Head,25,T,Unofficial figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2013,2013,Head,25,T,Unofficial figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2014,2014,Head,23,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2015,2015,Head,10,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2016,2016,Head,11,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2017,2017,Head,1,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2018,2018,Head,9,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2019,2019,Head,22,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2020,2020,Head,12,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2121.01,Camels,2021,2021,Head,5,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2012,2012,1000 US$,58,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2013,2013,1000 US$,86,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2014,2014,1000 US$,31,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2015,2015,1000 US$,29,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2016,2016,1000 US$,7,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2017,2017,1000 US$,0,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2018,2018,1000 US$,39,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2019,2019,1000 US$,14,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2020,2020,1000 US$,18,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2121.01,Camels,2021,2021,1000 US$,6,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2121.01,Camels,2012,2012,Head,6,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2121.01,Camels,2013,2013,Head,1,T,Unofficial figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2121.01,Camels,2014,2014,Head,6,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2121.01,Camels,2020,2020,Head,3,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2121.01,Camels,2021,2021,Head,11,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2121.01,Camels,2012,2012,1000 US$,10,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2121.01,Camels,2013,2013,1000 US$,1,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2121.01,Camels,2014,2014,1000 US$,7,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2121.01,Camels,2020,2020,1000 US$,2,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2121.01,Camels,2021,2021,1000 US$,2,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2010,2010,Head,138623,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2011,2011,Head,96460,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2012,2012,Head,153258,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2013,2013,Head,85528,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2014,2014,Head,76386,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2015,2015,Head,59462,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2016,2016,Head,52897,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2017,2017,Head,46753,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2018,2018,Head,75954,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2019,2019,Head,85147,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2020,2020,Head,75696,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2111,Cattle,2021,2021,Head,64468,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2010,2010,1000 US$,73132,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2011,2011,1000 US$,78635,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2012,2012,1000 US$,78158,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2013,2013,1000 US$,78420,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2014,2014,1000 US$,74600,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2015,2015,1000 US$,50835,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2016,2016,1000 US$,34871,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2017,2017,1000 US$,34887,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2018,2018,1000 US$,59570,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2019,2019,1000 US$,64405,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2020,2020,1000 US$,58550,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2111,Cattle,2021,2021,1000 US$,58903,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2010,2010,Head,1403448,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2011,2011,Head,1563657,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2012,2012,Head,1393851,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2013,2013,Head,1309566,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2014,2014,Head,1285585,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2015,2015,Head,1432532,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2016,2016,Head,1480824,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2017,2017,Head,1600053,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2018,2018,Head,1580984,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2019,2019,Head,1616152,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2020,2020,Head,1622105,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2111,Cattle,2021,2021,Head,1598921,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2010,2010,1000 US$,1671763,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2011,2011,1000 US$,1983630,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2012,2012,1000 US$,1833627,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2013,2013,1000 US$,1683171,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2014,2014,1000 US$,1637506,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2015,2015,1000 US$,1497037,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2016,2016,1000 US$,1525393,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2017,2017,1000 US$,1644076,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2018,2018,1000 US$,1743739,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2019,2019,1000 US$,1660457,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2020,2020,1000 US$,1633164,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2111,Cattle,2021,2021,1000 US$,1655117,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2010,2010,1000 Head,20858,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2011,2011,1000 Head,16320,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2012,2012,1000 Head,17488,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2013,2013,1000 Head,18100,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2014,2014,1000 Head,19487,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2015,2015,1000 Head,19287,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2016,2016,1000 Head,23322,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2017,2017,1000 Head,24937,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2018,2018,1000 Head,23907,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2019,2019,1000 Head,21010,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2020,2020,1000 Head,21003,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2151,Chickens,2021,2021,1000 Head,20440,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2010,2010,1000 US$,22928,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2011,2011,1000 US$,19574,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2012,2012,1000 US$,20680,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2013,2013,1000 US$,23124,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2014,2014,1000 US$,24752,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2015,2015,1000 US$,21181,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2016,2016,1000 US$,26483,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2017,2017,1000 US$,26061,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2018,2018,1000 US$,29312,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2019,2019,1000 US$,28065,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2020,2020,1000 US$,35067,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2151,Chickens,2021,2021,1000 US$,49488,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2010,2010,1000 Head,86914,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2011,2011,1000 Head,91317,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2012,2012,1000 Head,77405,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2013,2013,1000 Head,87395,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2014,2014,1000 Head,83667,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2015,2015,1000 Head,94155,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2016,2016,1000 Head,84123,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2017,2017,1000 Head,91065,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2018,2018,1000 Head,102459,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2019,2019,1000 Head,103106,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2020,2020,1000 Head,97918,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2151,Chickens,2021,2021,1000 Head,87624,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2010,2010,1000 US$,148407,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2011,2011,1000 US$,177714,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2012,2012,1000 US$,184810,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2013,2013,1000 US$,208181,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2014,2014,1000 US$,206717,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2015,2015,1000 US$,215347,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2016,2016,1000 US$,157581,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2017,2017,1000 US$,169977,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2018,2018,1000 US$,220354,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2019,2019,1000 US$,193195,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2020,2020,1000 US$,186102,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2151,Chickens,2021,2021,1000 US$,200372,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2010,2010,1000 Head,1,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2011,2011,1000 Head,1,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2012,2012,1000 Head,1,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2013,2013,1000 Head,4,T,Unofficial figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2014,2014,1000 Head,272,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2015,2015,1000 Head,340,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2016,2016,1000 Head,1056,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2017,2017,1000 Head,51,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2018,2018,1000 Head,128,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2019,2019,1000 Head,199,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2020,2020,1000 Head,5,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2154,Ducks,2021,2021,1000 Head,49,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2010,2010,1000 US$,18,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2011,2011,1000 US$,22,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2012,2012,1000 US$,21,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2013,2013,1000 US$,31,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2014,2014,1000 US$,343,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2015,2015,1000 US$,253,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2016,2016,1000 US$,762,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2017,2017,1000 US$,157,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2018,2018,1000 US$,1467,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2019,2019,1000 US$,1890,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2020,2020,1000 US$,109,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2154,Ducks,2021,2021,1000 US$,443,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2010,2010,1000 Head,515,T,Unofficial figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2011,2011,1000 Head,423,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2012,2012,1000 Head,2826,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2013,2013,1000 Head,3205,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2014,2014,1000 Head,32261,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2015,2015,1000 Head,25738,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2016,2016,1000 Head,18576,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2017,2017,1000 Head,20740,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2018,2018,1000 Head,18598,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2019,2019,1000 Head,18594,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2020,2020,1000 Head,12846,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2154,Ducks,2021,2021,1000 Head,11904,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2010,2010,1000 US$,4765,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2011,2011,1000 US$,4760,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2012,2012,1000 US$,25970,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2013,2013,1000 US$,28220,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2014,2014,1000 US$,34252,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2015,2015,1000 US$,25073,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2016,2016,1000 US$,15127,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2017,2017,1000 US$,19844,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2018,2018,1000 US$,21070,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2019,2019,1000 US$,19295,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2020,2020,1000 US$,13813,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2154,Ducks,2021,2021,1000 US$,16267,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2014,2014,1000 Head,3,I,Imputed value
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2015,2015,1000 Head,0,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2016,2016,1000 Head,0,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2017,2017,1000 Head,0,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2018,2018,1000 Head,0,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2019,2019,1000 Head,5,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2020,2020,1000 Head,0,A,Official figure
TCL,Crops and livestock products,250,France,5609,Import Quantity,2153,Geese,2021,2021,1000 Head,0,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2014,2014,1000 US$,17,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2015,2015,1000 US$,17,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2016,2016,1000 US$,10,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2017,2017,1000 US$,2,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2018,2018,1000 US$,3,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2019,2019,1000 US$,27,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2020,2020,1000 US$,16,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2153,Geese,2021,2021,1000 US$,0,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2014,2014,1000 Head,233,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2015,2015,1000 Head,152,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2016,2016,1000 Head,160,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2017,2017,1000 Head,131,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2018,2018,1000 Head,95,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2019,2019,1000 Head,94,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2020,2020,1000 Head,63,A,Official figure
TCL,Crops and livestock products,250,France,5909,Export Quantity,2153,Geese,2021,2021,1000 Head,123,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2014,2014,1000 US$,1021,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2015,2015,1000 US$,506,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2016,2016,1000 US$,502,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2017,2017,1000 US$,626,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2018,2018,1000 US$,462,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2019,2019,1000 US$,390,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2020,2020,1000 US$,302,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2153,Geese,2021,2021,1000 US$,540,A,Official figure
